gene_id	transcript_id	gene_name	gene_length	CDS
ENSG00000180098.9	ENST00000373830.4	TRNAU1AP	1799	27-890
ENSG00000120656.12	ENST00000263974.4	TAF12	1359	436-921
ENSG00000188060.7	ENST00000373826.3	RAB42	1950	307-624
ENSG00000162419.12	ENST00000373816.5	GMEB1	6410	139-1830
ENSG00000198492.16	ENST00000542507.5	YTHDF2	2825	264-2003
ENSG00000116329.11	ENST00000234961.7	OPRD1	9317	215-1333
ENSG00000159023.21	ENST00000646800.1	EPB41	6388	726-2360
ENSG00000253304.2	ENST00000420504.2	TMEM200B	2553	159-1082
ENSG00000116350.17	ENST00000373795.7	SRSF4	2300	149-1633
ENSG00000116353.16	ENST00000263702.11	MECR	2515	29-1150
ENSG00000060656.20	ENST00000373779.8	PTPRU	5573	124-4434
ENSG00000162510.6	ENST00000373765.5	MATN1	3830	35-1525
ENSG00000162511.8	ENST00000294507.4	LAPTM5	2177	30-818
ENSG00000162512.16	ENST00000336798.11	SDC3	6392	1494-2648
ENSG00000134644.16	ENST00000426105.7	PUM1	5385	114-3680
ENSG00000084628.10	ENST00000373736.7	NKAIN1	2922	341-964
ENSG00000060688.13	ENST00000263694.9	SNRNP40	1615	38-1111
ENSG00000121766.16	ENST00000373714.5	ZCCHC17	1730	262-987
ENSG00000121769.8	ENST00000373713.7	FABP3	1097	63-464
ENSG00000168528.12	ENST00000373710.5	SERINC2	2146	274-1668
ENSG00000142910.16	ENST00000271064.12	TINAGL1	2207	97-1500
ENSG00000121764.11	ENST00000403528.6	HCRTR1	2003	388-1665
ENSG00000162517.13	ENST00000373703.5	PEF1	1614	13-867
ENSG00000084636.18	ENST00000373672.8	COL16A1	5418	216-5030
ENSG00000121753.12	ENST00000373658.7	ADGRB2	5414	355-5112
ENSG00000134668.12	ENST00000360482.6	SPOCD1	3960	131-3781
ENSG00000184007.22	ENST00000647444.2	PTP4A2	3910	976-1479
ENSG00000121774.18	ENST00000327300.12	KHDRBS1	2713	129-1460
ENSG00000121775.18	ENST00000336294.10	TMEM39B	1778	110-1588
ENSG00000025800.14	ENST00000373625.8	KPNA6	7355	76-1686
ENSG00000084652.16	ENST00000373609.1	TXLNA	5012	282-1922
ENSG00000160050.15	ENST00000421922.6	CCDC28B	1415	101-826
ENSG00000160051.12	ENST00000537469.2	IQCC	2252	12-1652
ENSG00000222046.2	ENST00000409358.1	DCDC2B	1349	1-1050
ENSG00000160055.20	ENST00000461402.5	TMEM234	1866	26-520
ENSG00000084623.11	ENST00000373586.1	EIF3I	1458	73-1050
ENSG00000183615.6	ENST00000373582.4	FAM167B	947	201-692
ENSG00000182866.17	ENST00000333070.4	LCK	2166	101-1720
ENSG00000116478.12	ENST00000373548.8	HDAC1	2118	88-1536
ENSG00000175130.7	ENST00000329421.8	MARCKSL1	1546	201-788
ENSG00000162526.7	ENST00000373534.4	TSSK3	1026	164-970
ENSG00000225828.1	ENST00000432622.1	FAM229A	699	153-536
ENSG00000160058.19	ENST00000341071.11	BSDC1	4599	13-1437
ENSG00000254553.1	ENST00000480336.1	AL033529.1	3447	91-1629
ENSG00000273274.2	ENST00000609129.2	ZBTB8B	12831	76-1563
ENSG00000160062.15	ENST00000373510.9	ZBTB8A	7077	230-1555
ENSG00000176261.15	ENST00000468695.5	ZBTB8OS	1601	20-559
ENSG00000162521.19	ENST00000373493.10	RBBP4	7883	100-1377
ENSG00000162520.15	ENST00000409190.8	SYNC	3503	111-1559
ENSG00000162522.11	ENST00000401073.7	KIAA1522	5493	126-3410
ENSG00000134684.11	ENST00000676297.1	YARS1	3263	126-782
ENSG00000116497.18	ENST00000373475.10	S100PBP	4220	157-1383
ENSG00000160097.19	ENST00000373471.8	FNDC5	2831	167-805
ENSG00000121905.10	ENST00000373467.4	HPCA	1412	47-628
ENSG00000121900.19	ENST00000373463.8	TMEM54	1030	152-820
ENSG00000116514.16	ENST00000356990.9	RNF19B	2598	1-1764
ENSG00000004455.17	ENST00000672715.1	AK2	5970	56-775
ENSG00000142920.17	ENST00000294517.11	AZIN2	5240	548-1930
ENSG00000116525.14	ENST00000291416.10	TRIM62	3817	612-2039
ENSG00000160094.15	ENST00000539719.6	ZNF362	3187	252-1514
ENSG00000184389.9	ENST00000442999.3	A3GALT2	1023	1-1023
ENSG00000134686.18	ENST00000257118.5	PHC2	3870	55-2631
ENSG00000121903.14	ENST00000361328.7	ZSCAN20	4316	154-3285
ENSG00000121904.17	ENST00000373381.8	CSMD2	13698	178-11073
ENSG00000176256.10	ENST00000522796.1	HMGB4	2505	1906-2466
ENSG00000142698.15	ENST00000488417.2	C1orf94	3050	884-2680
ENSG00000163866.9	ENST00000521580.3	SMIM12	5694	79-357
ENSG00000189280.3	ENST00000338513.1	GJB5	1355	174-995
ENSG00000189433.7	ENST00000339480.3	GJB4	1444	372-1172
ENSG00000188910.8	ENST00000373366.3	GJB3	2192	591-1403
ENSG00000187513.9	ENST00000342280.5	GJA4	1621	88-1089
ENSG00000116544.12	ENST00000373347.6	DLGAP3	3921	335-3274
ENSG00000284773.1	ENST00000417456.1	AC114490.3	3163	9-176
ENSG00000271741.1	ENST00000487874.1	AC114490.2	3099	186-2357
ENSG00000243749.1	ENST00000373337.3	TMEM35B	922	49-513
ENSG00000163867.17	ENST00000357182.9	ZMYM6	5122	206-4183
ENSG00000197056.11	ENST00000650449.1	ZMYM1	4608	815-4243
ENSG00000116560.11	ENST00000357214.6	SFPQ	3740	97-2220
ENSG00000146463.12	ENST00000314607.11	ZMYM4	7366	339-4985
ENSG00000142687.18	ENST00000325722.8	KIAA0319L	4777	226-3375
ENSG00000020129.16	ENST00000373243.7	NCDN	3698	393-2582
ENSG00000116819.8	ENST00000373235.4	TFAP2E	2245	265-1593
ENSG00000126067.12	ENST00000373237.4	PSMB2	4426	95-700
ENSG00000142686.8	ENST00000270815.5	C1orf216	2628	184-873
ENSG00000092853.14	ENST00000318121.8	CLSPN	8512	109-4128
ENSG00000134698.11	ENST00000373210.4	AGO4	7272	402-2987
ENSG00000092847.13	ENST00000674426.1	AGO1	13712	214-2889
ENSG00000126070.20	ENST00000373191.9	AGO3	19660	323-2905
ENSG00000092850.12	ENST00000469024.1	TEKT2	1738	226-552
ENSG00000116863.11	ENST00000373178.5	ADPRS	1651	14-1105
ENSG00000171812.13	ENST00000397799.2	COL8A2	4669	228-2339
ENSG00000054116.12	ENST00000616395.4	TRAPPC3	1336	137-703
ENSG00000116871.15	ENST00000316156.8	MAP7D1	3456	454-2865
ENSG00000054118.15	ENST00000354618.10	THRAP3	4405	198-3065
ENSG00000214193.11	ENST00000505871.7	SH3D21	5952	165-2102
ENSG00000142694.6	ENST00000270824.1	EVA1B	1054	293-790
ENSG00000196182.11	ENST00000359297.6	STK40	4837	9-1262
ENSG00000181817.6	ENST00000315732.3	LSM10	860	167-538
ENSG00000116885.18	ENST00000356637.9	OSCP1	1463	65-1234
ENSG00000116898.12	ENST00000373116.6	MRPS15	953	110-883
ENSG00000119535.18	ENST00000373103.5	CSF3R	3454	549-3140
ENSG00000163873.10	ENST00000373091.8	GRIK3	9491	408-3167
ENSG00000163874.11	ENST00000640233.1	ZC3H12A	2721	89-940
ENSG00000163875.16	ENST00000296214.10	MEAF6	4702	21-596
ENSG00000163877.11	ENST00000296215.8	SNIP1	4554	65-1255
ENSG00000163879.11	ENST00000296218.8	DNALI1	2648	11-853
ENSG00000134697.13	ENST00000373062.8	GNL2	2350	116-2311
ENSG00000169218.14	ENST00000356545.7	RSPO1	2879	683-1474
ENSG00000116922.14	ENST00000494120.1	C1orf109	2570	419-760
ENSG00000134690.11	ENST00000373055.6	CDCA8	2371	176-1018
ENSG00000183317.17	ENST00000373048.9	EPHA10	5477	55-3081
ENSG00000185090.14	ENST00000373045.10	MANEAL	2685	382-1755
ENSG00000196449.4	ENST00000373044.3	YRDC	1848	29-868
ENSG00000197982.14	ENST00000373043.1	C1orf122	2229	1707-1850
ENSG00000188786.10	ENST00000373036.5	MTF1	7937	114-2375
ENSG00000204084.13	ENST00000373023.6	INPP5B	4694	95-3076
ENSG00000183431.12	ENST00000373019.5	SF3A3	2774	58-1563
ENSG00000183386.10	ENST00000373016.4	FHL3	1656	179-1021
ENSG00000183520.12	ENST00000373014.5	UTP11	2023	70-831
ENSG00000185668.8	ENST00000373012.5	POU3F1	2965	51-1406
ENSG00000116954.8	ENST00000373001.4	RRAGC	2681	127-1326
ENSG00000214114.9	ENST00000397572.5	MYCBP	2532	44-355
ENSG00000274944.4	ENST00000454994.3	AL139260.3	2381	282-1826
ENSG00000131233.10	ENST00000357771.5	GJA9	2281	252-1799
ENSG00000158315.11	ENST00000289248.6	RHBDL2	2129	1010-1921
ENSG00000174574.16	ENST00000432648.8	AKIRIN1	2688	106-684
ENSG00000168653.11	ENST00000372967.3	NDUFS5	544	84-404
ENSG00000127603.29	ENST00000564288.5	MACF1	24828	778-23445
ENSG00000183682.8	ENST00000331593.6	BMP8A	5636	357-1565
ENSG00000090621.14	ENST00000372858.8	PABPC4	3142	840-2822
ENSG00000163909.8	ENST00000372852.4	HEYL	4077	19-1005
ENSG00000116981.3	ENST00000235628.1	NT5C1A	1107	1-1107
ENSG00000116983.13	ENST00000617690.2	HPCAL4	4758	295-870
ENSG00000084072.17	ENST00000495526.5	PPIE	4651	14-130
ENSG00000116985.12	ENST00000372827.8	BMP8B	4826	381-1589
ENSG00000198754.5	ENST00000327582.5	OXCT2	1826	94-1647
ENSG00000043514.17	ENST00000648678.1	TRIT1	5930	1-219
ENSG00000116990.11	ENST00000372816.3	MYCL	3522	484-1578
ENSG00000168389.18	ENST00000372809.5	MFSD2A	2173	144-1775
ENSG00000131236.17	ENST00000372797.7	CAP1	3105	562-1989
ENSG00000131238.18	ENST00000641319.1	PPT1	2388	17-922
ENSG00000117000.9	ENST00000372771.5	RLF	6232	14-5758
ENSG00000188800.6	ENST00000372766.4	TMCO2	696	58-606
ENSG00000084073.10	ENST00000675937.1	ZMPSTE24	3357	232-1179
ENSG00000049089.15	ENST00000372748.8	COL9A2	2852	90-2159
ENSG00000084070.12	ENST00000372718.8	SMAP2	2905	395-1684
ENSG00000187801.15	ENST00000361584.5	ZFP69B	2217	487-2091
ENSG00000187815.10	ENST00000372706.6	ZFP69	2796	932-2512
ENSG00000164002.11	ENST00000372703.1	EXO5	2567	1075-2196
ENSG00000117010.17	ENST00000648542.1	ZNF684	2102	316-1452
ENSG00000117016.10	ENST00000372684.8	RIMS3	7259	496-1422
ENSG00000066136.20	ENST00000372652.5	NFYC	2363	269-1588
ENSG00000117013.17	ENST00000347132.10	KCNQ4	4324	308-2395
ENSG00000179862.7	ENST00000372638.4	CITED4	1310	237-791
ENSG00000171793.16	ENST00000649864.1	CTPS1	4790	139-1833
ENSG00000171790.15	ENST00000359345.5	SLFNL1	4310	2578-3801
ENSG00000010803.16	ENST00000372596.5	SCMH1	3323	598-2331
ENSG00000204060.7	ENST00000641094.1	FOXO6	1476	1-1476
ENSG00000127129.10	ENST00000372587.5	EDN2	1253	83-619
ENSG00000127124.16	ENST00000372583.6	HIVEP3	12617	1311-8531
ENSG00000284895.1	ENST00000646142.1	AC119676.1	81	1-81
ENSG00000044012.4	ENST00000372581.2	GUCA2B	604	42-380
ENSG00000197273.4	ENST00000357001.3	GUCA2A	597	34-381
ENSG00000198815.9	ENST00000372572.5	FOXJ3	5352	313-2181
ENSG00000177181.15	ENST00000431473.4	RIMKLA	10577	144-1319
ENSG00000066185.13	ENST00000372565.8	ZMYND12	1530	26-1123
ENSG00000127125.9	ENST00000372561.4	PPCS	2269	24-959
ENSG00000186409.18	ENST00000514642.1	CCDC30	6827	1-749
ENSG00000171960.11	ENST00000304979.8	PPIH	754	25-558
ENSG00000065978.19	ENST00000321358.12	YBX1	2979	149-1123
ENSG00000164007.11	ENST00000539749.5	CLDN19	3517	192-848
ENSG00000117385.16	ENST00000236040.8	P3H1	2993	42-2456
ENSG00000164008.16	ENST00000372525.7	C1orf50	4760	64-663
ENSG00000283580.3	ENST00000603943.6	AC098484.3	1008	7-336
ENSG00000274386.5	ENST00000637012.1	TMEM269	3354	150-761
ENSG00000177868.12	ENST00000372521.9	SVBP	807	245-445
ENSG00000164010.15	ENST00000372517.8	ERMAP	3440	254-1681
ENSG00000164011.18	ENST00000372504.5	ZNF691	1935	351-1271
ENSG00000117394.24	ENST00000426263.10	SLC2A1	3384	218-1696
ENSG00000186973.11	ENST00000335282.5	FAM183A	536	49-453
ENSG00000117395.13	ENST00000431635.6	EBNA1BP2	1503	150-1235
ENSG00000243710.8	ENST00000610710.4	CFAP57	4162	147-3998
ENSG00000179178.11	ENST00000432792.6	TMEM125	1850	571-1230
ENSG00000253313.6	ENST00000523677.6	C1orf210	1486	237-578
ENSG00000066056.14	ENST00000372476.8	TIE1	3893	91-3507
ENSG00000117400.18	ENST00000372470.9	MPL	3633	32-1939
ENSG00000117399.14	ENST00000372462.1	CDC20	1777	204-1703
ENSG00000066322.15	ENST00000621943.4	ELOVL1	1625	268-1107
ENSG00000159479.17	ENST00000372457.9	MED8	1968	37-843
ENSG00000198198.17	ENST00000634258.3	SZT2	14136	71-10369
ENSG00000178922.16	ENST00000583037.5	HYI	1322	197-1015
ENSG00000142949.17	ENST00000359947.9	PTPRF	7720	334-6057
ENSG00000066135.13	ENST00000372396.4	KDM4A	4486	144-3338
ENSG00000284989.1	ENST00000645057.1	AL451062.3	4037	144-794
ENSG00000126091.21	ENST00000645161.1	ST3GAL3	3282	1-518
ENSG00000117407.17	ENST00000414809.7	ARTN	1943	783-1469
ENSG00000117408.11	ENST00000372343.8	IPO13	3883	652-3543
ENSG00000132768.14	ENST00000255108.8	DPH2	2466	167-1636
ENSG00000117410.14	ENST00000532642.5	ATP6V0B	1685	98-883
ENSG00000117411.16	ENST00000356836.10	B4GALT2	2629	791-1909
ENSG00000159214.13	ENST00000486064.5	CCDC24	2654	168-458
ENSG00000196517.13	ENST00000372310.8	SLC6A9	3206	243-2144
ENSG00000171872.5	ENST00000372299.4	KLF17	3160	88-1257
ENSG00000283039.1	ENST00000634670.1	KLF18	3159	1-3159
ENSG00000178028.14	ENST00000372289.7	DMAP1	1742	284-1687
ENSG00000117419.16	ENST00000372257.7	ERI3	1733	232-1245
ENSG00000187147.18	ENST00000355387.6	RNF220	3099	451-2151
ENSG00000126106.14	ENST00000372237.8	TMEM53	2236	91-924
ENSG00000198520.12	ENST00000648290.1	ARMH1	2218	398-1204
ENSG00000142945.13	ENST00000372217.5	KIF2C	2955	352-2367
ENSG00000142937.12	ENST00000396651.8	RPS8	778	58-684
ENSG00000142959.5	ENST00000372207.4	BEST4	2512	466-1887
ENSG00000173846.13	ENST00000372201.5	PLK3	2340	88-2028
ENSG00000188396.4	ENST00000675259.1	TCTEX1D4	1355	580-1245
ENSG00000222009.8	ENST00000450269.5	BTBD19	1572	340-1215
ENSG00000117425.14	ENST00000372192.4	PTCH2	4410	322-3933
ENSG00000070785.17	ENST00000620860.4	EIF2B3	1923	240-1445
ENSG00000126107.15	ENST00000372172.5	HECTD3	3597	68-2653
ENSG00000126088.14	ENST00000652165.1	UROD	2138	1272-2132
ENSG00000162415.7	ENST00000359600.6	ZSWIM5	5868	256-3813
ENSG00000186603.6	ENST00000334815.5	HPDL	1785	255-1370
ENSG00000132781.19	ENST00000672314.1	MUTYH	2528	1131-2528
ENSG00000288208.1	ENST00000671898.1	AL451136.1	2768	391-2415
ENSG00000132773.12	ENST00000372090.6	TOE1	1887	84-1616
ENSG00000070759.17	ENST00000372086.4	TESK2	3071	399-2114
ENSG00000280670.3	ENST00000626177.2	CCDC163	2229	471-827
ENSG00000132763.15	ENST00000401061.9	MMACHC	5049	34-882
ENSG00000117450.14	ENST00000262746.5	PRDX1	1234	342-941
ENSG00000117448.13	ENST00000372070.7	AKR1A1	1818	748-1725
ENSG00000132780.17	ENST00000350030.8	NASP	3225	107-2473
ENSG00000159588.15	ENST00000528266.6	CCDC17	2245	146-2014
ENSG00000159592.11	ENST00000355105.8	GPBP1L1	3641	1265-2689
ENSG00000159596.7	ENST00000372025.5	TMEM69	1465	191-934
ENSG00000197429.11	ENST00000396478.4	IPP	3117	108-1862
ENSG00000086015.22	ENST00000361297.7	MAST2	5737	285-5681
ENSG00000117461.15	ENST00000262741.10	PIK3R3	5596	678-2063
ENSG00000278139.1	ENST00000540385.2	P3R3URF-PIK3R3	1553	18-1541
ENSG00000117472.10	ENST00000372003.6	TSPAN1	1619	465-1190
ENSG00000250719.2	ENST00000506599.2	P3R3URF	405	18-305
ENSG00000085998.14	ENST00000396420.7	POMGNT1	3480	638-1240
ENSG00000171357.6	ENST00000371980.4	LURAP1	1849	94-813
ENSG00000085999.13	ENST00000655446.1	RAD54L	3114	610-1017
ENSG00000132128.16	ENST00000472710.2	LRRC41	4455	1652-3514
ENSG00000173660.12	ENST00000496387.5	UQCRH	674	59-367
ENSG00000117481.10	ENST00000307089.7	NSUN4	4344	39-494
ENSG00000117480.16	ENST00000243167.9	FAAH	2042	33-1772
ENSG00000197587.11	ENST00000360032.4	DMBX1	5050	195-1328
ENSG00000282881.2	ENST00000634804.2	TMEM275	1633	272-805
ENSG00000162456.10	ENST00000481882.7	KNCN	2896	433-807
ENSG00000079277.22	ENST00000649800.1	MKNK1	2809	245-1642
ENSG00000142961.14	ENST00000371940.1	MOB3C	5725	3145-3795
ENSG00000123472.12	ENST00000576409.5	ATPAF1	4158	64-1119
ENSG00000186118.9	ENST00000564071.1	TEX38	1003	585-1003
ENSG00000159658.13	ENST00000674268.1	EFCAB14	6346	1053-1400
ENSG00000142973.14	ENST00000371923.9	CYP4B1	2174	37-1575
ENSG00000187048.13	ENST00000310638.9	CYP4A11	2530	44-1603
ENSG00000186377.8	ENST00000371901.4	CYP4X1	2256	150-1679
ENSG00000186160.5	ENST00000334194.4	CYP4Z1	2162	261-1778
ENSG00000162365.12	ENST00000371891.8	CYP4A22	2535	46-1605
ENSG00000162366.8	ENST00000294338.7	PDZK1IP1	838	105-449
ENSG00000162367.11	ENST00000294339.3	TAL1	5001	578-1573
ENSG00000123473.16	ENST00000360380.7	STIL	5225	365-4228
ENSG00000162368.13	ENST00000371873.9	CMPK1	2930	150-836
ENSG00000186790.6	ENST00000335071.4	FOXE3	1768	32-991
ENSG00000186564.6	ENST00000334793.6	FOXD2	2648	93-1580
ENSG00000269113.4	ENST00000606738.3	TRABD2B	7524	597-2150
ENSG00000117834.13	ENST00000236495.9	SLC5A9	3272	51-2171
ENSG00000132122.12	ENST00000371847.8	SPATA6	5003	197-1663
ENSG00000186094.17	ENST00000416121.5	AGBL4	3938	1-899
ENSG00000162373.13	ENST00000371833.4	BEND5	1693	61-1326
ENSG00000162374.18	ENST00000652274.1	ELAVL4	3999	351-1430
ENSG00000142700.12	ENST00000404795.4	DMRTA2	3080	337-1965
ENSG00000185104.20	ENST00000396153.7	FAF1	6821	457-2409
ENSG00000123080.12	ENST00000262662.5	CDKN2C	2904	2035-2541
ENSG00000204006.10	ENST00000371759.7	C1orf185	921	7-606
ENSG00000123091.5	ENST00000242719.4	RNF11	3074	485-949
ENSG00000085831.15	ENST00000262676.9	TTC39A	6287	162-1424
ENSG00000085832.17	ENST00000371733.8	EPS15	5163	36-2726
ENSG00000117859.19	ENST00000428468.6	OSBPL9	3660	20-2230
ENSG00000078618.22	ENST00000354831.11	NRDC	3895	191-3850
ENSG00000169213.7	ENST00000371655.4	RAB3B	12780	150-809
ENSG00000117862.13	ENST00000371626.9	TXNDC12	1416	96-614
ENSG00000285839.1	ENST00000648686.1	AL445685.3	1986	1-654
ENSG00000198841.4	ENST00000371614.2	KTI12	1708	50-1114
ENSG00000134717.18	ENST00000313334.13	BTF3L4	4533	99-575
ENSG00000157077.14	ENST00000287727.7	ZFYVE9	5194	453-4730
ENSG00000154222.14	ENST00000371586.6	CC2D1B	5642	140-2716
ENSG00000085840.13	ENST00000371568.8	ORC1	3121	184-2769
ENSG00000134748.13	ENST00000257181.10	PRPF38A	5233	149-1087
ENSG00000134744.14	ENST00000371544.7	TUT4	5858	264-5198
ENSG00000116157.6	ENST00000361314.5	GPX7	1229	40-603
ENSG00000182183.15	ENST00000517870.2	SHISAL2A	924	327-899
ENSG00000162377.6	ENST00000371538.5	COA7	3988	22-717
ENSG00000162378.13	ENST00000294353.7	ZYG11B	8143	202-2436
ENSG00000203995.10	ENST00000371528.2	ZYG11A	4445	125-2404
ENSG00000121310.17	ENST00000476477.6	ECHDC2	1676	318-464
ENSG00000116171.19	ENST00000478631.6	SCP2	5204	121-1221
ENSG00000174348.14	ENST00000371500.8	PODN	3248	311-2239
ENSG00000162383.13	ENST00000620288.4	SLC1A7	3378	173-649
ENSG00000157184.7	ENST00000635888.1	CPT2	2889	125-343
ENSG00000162384.14	ENST00000294360.5	CZIB	1102	60-542
ENSG00000162385.11	ENST00000371470.8	MAGOH	656	71-511
ENSG00000157193.18	ENST00000306052.12	LRP8	7704	159-3050
ENSG00000143006.7	ENST00000371445.3	DMRTB1	1910	56-1084
ENSG00000174332.5	ENST00000312233.4	GLIS1	2812	568-2430
ENSG00000058804.12	ENST00000371429.4	NDC1	4552	36-2060
ENSG00000058799.15	ENST00000072644.7	YIPF1	1821	355-1275
ENSG00000211452.11	ENST00000361921.8	DIO1	1861	25-774
ENSG00000081870.11	ENST00000194214.9	HSPB11	915	391-825
ENSG00000116212.15	ENST00000371370.8	LRRC42	1764	249-1535
ENSG00000203985.11	ENST00000371360.2	LDLRAD1	2376	75-692
ENSG00000116209.12	ENST00000234831.10	TMEM59	6457	17-988
ENSG00000116205.14	ENST00000234827.6	TCEANC2	10429	194-820
ENSG00000256407.2	ENST00000637610.1	AL357673.1	2542	165-473
ENSG00000157211.11	ENST00000371330.1	CDCP2	2723	849-2198
ENSG00000215883.10	ENST00000287899.13	CYB5RL	5777	66-809
ENSG00000116221.15	ENST00000605337.5	MRPL37	1582	49-1500
ENSG00000157216.15	ENST00000610401.4	SSBP3	3168	412-1494
ENSG00000162390.17	ENST00000371316.3	ACOT11	6369	83-1906
ENSG00000162391.12	ENST00000302250.7	FAM151A	1975	131-1888
ENSG00000184313.20	ENST00000413188.5	MROH7	4542	822-2705
ENSG00000271723.5	ENST00000425300.6	MROH7-TTC4	6090	397-2355
ENSG00000243725.7	ENST00000371281.4	TTC4	2356	49-1212
ENSG00000162396.6	ENST00000371279.4	PARS2	2356	93-1520
ENSG00000006555.11	ENST00000371276.9	TTC22	3401	161-1870
ENSG00000162398.11	ENST00000358193.7	LEXM	1777	55-1299
ENSG00000116133.13	ENST00000649769.1	DHCR24	5311	77-478
ENSG00000143001.5	ENST00000371268.4	TMEM61	1256	439-1071
ENSG00000162399.9	ENST00000651561.1	BSND	9761	255-1217
ENSG00000169174.11	ENST00000302118.5	PCSK9	3637	291-2369
ENSG00000162402.14	ENST00000294383.7	USP24	10800	252-8114
ENSG00000284686.1	ENST00000641109.1	AC119674.2	1675	1-438
ENSG00000162407.9	ENST00000371250.4	PLPP3	3273	548-1483
ENSG00000162409.11	ENST00000371244.9	PRKAA2	9355	75-1733
ENSG00000187889.13	ENST00000343433.7	FYB2	3183	115-2301
ENSG00000157131.11	ENST00000361249.4	C8A	2367	106-1860
ENSG00000021852.13	ENST00000543257.5	C8B	2382	571-2190
ENSG00000173406.15	ENST00000371236.6	DAB1	5298	265-1932
ENSG00000162600.12	ENST00000421528.6	OMA1	2105	1-985
ENSG00000184292.7	ENST00000371225.4	TACSTD2	1820	97-1068
ENSG00000162601.11	ENST00000472487.6	MYSM1	7751	11-2497
ENSG00000177606.7	ENST00000371222.4	JUN	3257	978-1973
ENSG00000172456.18	ENST00000634364.1	FGGY	5360	517-2061
ENSG00000134709.12	ENST00000371208.5	HOOK1	5713	170-2356
ENSG00000134716.11	ENST00000469406.6	CYP2J2	2019	10-264
ENSG00000162598.13	ENST00000371201.3	C1orf87	2028	109-1749
ENSG00000162599.17	ENST00000403491.8	NFIA	9229	232-1761
ENSG00000162604.12	ENST00000371177.2	TM2D1	3218	14-574
ENSG00000132849.21	ENST00000642238.2	PATJ	8621	112-5760
ENSG00000240563.2	ENST00000498273.2	L1TD1	3831	278-2875
ENSG00000132854.19	ENST00000371153.9	KANK4	5499	400-3387
ENSG00000162607.13	ENST00000339950.5	USP1	3602	422-2779
ENSG00000116641.18	ENST00000637208.1	DOCK7	8283	81-1889
ENSG00000132855.5	ENST00000371129.4	ANGPTL3	2926	48-1430
ENSG00000125703.15	ENST00000317868.9	ATG4C	2944	211-1587
ENSG00000187140.6	ENST00000371116.4	FOXD3	2562	493-1929
ENSG00000088035.18	ENST00000263440.6	ALG6	3325	269-1792
ENSG00000142856.17	ENST00000489099.5	ITGB3BP	1285	370-882
ENSG00000203965.13	ENST00000371088.5	EFCAB7	2178	112-2001
ENSG00000079739.17	ENST00000371083.4	PGM1	2657	369-2111
ENSG00000185483.12	ENST00000371079.6	ROR1	5858	402-3215
ENSG00000177414.13	ENST00000611228.4	UBE2U	1550	425-1390
ENSG00000158966.16	ENST00000651257.2	CACHD1	5933	617-4441
ENSG00000162437.14	ENST00000294428.7	RAVER2	4398	79-2154
ENSG00000162434.13	ENST00000673220.1	JAK1	7780	298-687
ENSG00000162433.15	ENST00000395334.6	AK4	6998	359-1030
ENSG00000116675.16	ENST00000371069.5	DNAJC6	5962	204-3116
ENSG00000213625.9	ENST00000613538.1	LEPROT	4625	115-537
ENSG00000116678.20	ENST00000349533.11	LEPR	8211	170-3667
ENSG00000184588.18	ENST00000423207.6	PDE4B	4546	486-2651
ENSG00000118473.22	ENST00000371037.9	SGIP1	10737	207-2693
ENSG00000152760.10	ENST00000282670.7	TCTEX1D1	2262	130-669
ENSG00000172410.4	ENST00000304526.2	INSL5	715	36-443
ENSG00000152763.17	ENST00000491297.6	WDR78	4206	1-478
ENSG00000198160.14	ENST00000357692.6	MIER1	4978	258-1847
ENSG00000116704.8	ENST00000235345.6	SLC35D1	6193	136-1203
ENSG00000203963.11	ENST00000621590.4	C1orf141	4179	22-264
ENSG00000162594.16	ENST00000347310.10	IL23R	2858	118-2007
ENSG00000081985.13	ENST00000674203.2	IL12RB2	5443	220-2808
ENSG00000142864.14	ENST00000370994.8	SERBP1	6676	116-1279
ENSG00000116717.13	ENST00000370986.9	GADD45A	1352	295-792
ENSG00000172380.6	ENST00000370982.4	GNG12	4395	201-419
ENSG00000162595.7	ENST00000370981.3	DIRAS3	2049	638-1327
ENSG00000116729.14	ENST00000262348.9	WLS	2716	225-1850
ENSG00000116745.7	ENST00000262340.6	RPE65	2605	50-1651
ENSG00000024526.17	ENST00000456315.7	DEPDC1	5299	84-2519
ENSG00000033122.21	ENST00000651989.2	LRRC7	27923	719-5446
ENSG00000066557.6	ENST00000370952.4	LRRC40	2843	40-1848
ENSG00000116754.13	ENST00000370950.7	SRSF11	3784	83-1537
ENSG00000118454.13	ENST00000370944.9	ANKRD13C	5658	315-1940
ENSG00000197568.14	ENST00000359875.9	HHLA3	898	141-485
ENSG00000116761.12	ENST00000370938.8	CTH	2090	149-1366
ENSG00000050628.20	ENST00000370924.4	PTGER3	6982	232-1398
